2018-11-19 16:15:21,b'Treats for the #LateLateToyShow Sweet Tree with Melted Snowman cookies https://t.co/vIhpsYUcug',Twitter for Android,
2018-11-19 16:05:25,b'RT @VIPmagaz: Watch: The first look at this year\xe2\x80\x99s Late Late Toy Show  #LatelateToyShow https://t.co/o7vOQsZAZ8 https://t.co/TMdjN4rkSi',Twitter Lite,
2018-11-19 16:03:19,b'RT @entertainmentIE: Did someone say #LateLateToyShow?\nhttps://t.co/QuFBDoLY0U',Twitter for iPhone,
2018-11-19 15:58:53,b'Watch: The first look at this year\xe2\x80\x99s Late Late Toy Show  #LatelateToyShow https://t.co/o7vOQsZAZ8 https://t.co/TMdjN4rkSi',Twitter Web Client,
2018-11-19 15:54:00,b'Did someone say #LateLateToyShow?\nhttps://t.co/QuFBDoLY0U',TweetDeck,
2018-11-18 20:10:42,b'12 sleeps till the late late toy show. I would love to go @RTEOne @RyanTubridyShow @RTELateLateShow #rte\xe2\x80\xa6 https://t.co/q96irwn61C',Twitter for Android,
2018-11-17 21:26:27,b'13 sleeps till the late late toy show. I would love to go @RTEOne @RyanTubridyShow @RTELateLateShow #rte\xe2\x80\xa6 https://t.co/YRIiN7NoIA',Twitter for Android,
2018-11-17 19:00:24,"b""Here's how to win tickets to this year's Late Late Toy Show #latelatetoyshow https://t.co/m6NJp2kOYU https://t.co/YKV85p62Sl""",Sheology Enterprise System,
2018-11-17 17:00:28,"b""Here's how to win tickets to this year's Late Late Toy Show #latelatetoyshow https://t.co/VYlD0ddjrt https://t.co/qTaCMlBecQ""",Sheology Enterprise System,
2018-11-17 08:33:14,b'TORPEY COOLSTIK PACKS - As seen on the #LateLateToyShow. The perfect gift for young hurling players this Christmas!\xe2\x80\xa6 https://t.co/Ld2zYX4TUH',Twitter for iPhone,Clare
2018-11-17 03:25:27,b'@RTEOne I will be watching #LateLateToyShow on #rteplayer from USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Twitter for iPhone,
2018-11-17 01:24:18,"b""RT @sarahwebbishere: We'll also be running some amazing book competitions during @RTELateLateShow #latelatetoyshow on 30th November - staye\xe2\x80\xa6""",Twitter Web Client,
2018-11-16 23:18:11,"b""I'd say Ryan took a look at that car @judgejulesoffic drove on in on #LateLateShow #latelate and thinking is it too\xe2\x80\xa6 https://t.co/ydsHwqYcNl""",Twitter Web Client,
